,ISIN код,Дата присвоения кода,Параметры ценной бумаги (выпуска),Эмитент,ИНН эмитента,Наименование выпуска/транша,Форма выпуска ценной бумаги,Порядок хранения/учета,Pегистрационный номер,Дата регистрации,Номинальная стоимость каждой ценной бумаги,Валюта номинала,Дата погашения,Параметры ценной бумаги (пая),Наименование фонда,Тип фонда,"Вид, категория, тип ценной бумаги",Регистрационный номер,Управляющая компания,Специализированный депозитарий,Реестродержатель
116,RU000A0P1MX6,15 ноября 2023 г.,Параметры ценной бумаги (выпуска),"Акционерное общество ""Сбербанк КИБ""",7710048970,Облигации структурные бездокументарные с централизованным учетом прав серии CIB-СО-710 неконвертируемые с залоговым обеспечением процентные,Бездокументарная,С централизованным учетом,6-710-01793-A,23 октября 2023 г.,1 000.00,Рубли,,,,,,,,,
117,RU000A0P1MW8,15 ноября 2023 г.,Параметры ценной бумаги (выпуска),"Акционерное общество ""Сбербанк КИБ""",7710048970,Облигации структурные бездокументарные с централизованным учетом прав серии CIB-СО-709 неконвертируемые с залоговым обеспечением процентные,Бездокументарная,С централизованным учетом,6-709-01793-A,23 октября 2023 г.,1 000.00,Рубли,,,,,,,,,
118,RU000A0P1MV0,15 ноября 2023 г.,Параметры ценной бумаги (выпуска),"Акционерное общество ""Сбербанк КИБ""",7710048970,Облигации структурные бездокументарные с централизованным учетом прав серии CIB-СО-708 неконвертируемые с залоговым обеспечением процентные,Бездокументарная,С централизованным учетом,6-708-01793-A,23 октября 2023 г.,1 000.00,Рубли,,,,,,,,,
119,RU000A0P1MU2,15 ноября 2023 г.,Параметры ценной бумаги (выпуска),"Акционерное общество ""Сбербанк КИБ""",7710048970,Облигации структурные бездокументарные с централизованным учетом прав серии CIB-СО-707 неконвертируемые с залоговым обеспечением процентные,Бездокументарная,С централизованным учетом,6-707-01793-A,23 октября 2023 г.,1 000.00,Рубли,,,,,,,,,
120,RU000A0P1MT4,15 ноября 2023 г.,Параметры ценной бумаги (выпуска),"Акционерное общество ""Сбербанк КИБ""",7710048970,Облигации структурные бездокументарные с централизованным учетом прав серии CIB-СО-706 неконвертируемые с залоговым обеспечением процентные,Бездокументарная,С централизованным учетом,6-706-01793-A,23 октября 2023 г.,1 000.00,Рубли,,,,,,,,,
121,RU000A0P1MS6,15 ноября 2023 г.,Параметры ценной бумаги (выпуска),"Акционерное общество ""Сбербанк КИБ""",7710048970,Облигации структурные бездокументарные с централизованным учетом прав серии CIB-СО-705 неконвертируемые с залоговым обеспечением процентные,Бездокументарная,С централизованным учетом,6-705-01793-A,23 октября 2023 г.,1 000.00,Рубли,,,,,,,,,
122,RU000A0P1MR8,15 ноября 2023 г.,Параметры ценной бумаги (выпуска),"Акционерное общество ""Сбербанк КИБ""",7710048970,Облигации структурные бездокументарные с централизованным учетом прав серии CIB-СО-704 неконвертируемые с залоговым обеспечением процентные,Бездокументарная,С централизованным учетом,6-704-01793-A,23 октября 2023 г.,1 000.00,Рубли,,,,,,,,,
123,RU000A0P1MQ0,15 ноября 2023 г.,Параметры ценной бумаги (выпуска),"Акционерное общество ""Сбербанк КИБ""",7710048970,Облигации структурные бездокументарные с централизованным учетом прав серии CIB-СО-703 неконвертируемые с залоговым обеспечением процентные,Бездокументарная,С централизованным учетом,6-703-01793-A,23 октября 2023 г.,1 000.00,Рубли,,,,,,,,,
124,RU000A0P1MP2,15 ноября 2023 г.,Параметры ценной бумаги (выпуска),"Акционерное общество ""Сбербанк КИБ""",7710048970,Облигации структурные бездокументарные с централизованным учетом прав серии CIB-СО-702 неконвертируемые с залоговым обеспечением процентные,Бездокументарная,С централизованным учетом,6-702-01793-A,23 октября 2023 г.,1 000.00,Рубли,,,,,,,,,
125,RU000A0P1MN7,15 ноября 2023 г.,Параметры ценной бумаги (выпуска),"Акционерное общество ""Сбербанк КИБ""",7710048970,Облигации структурные бездокументарные с централизованным учетом прав серии CIB-СО-701 неконвертируемые с залоговым обеспечением процентные,Бездокументарная,С централизованным учетом,6-701-01793-A,23 октября 2023 г.,1 000.00,Рубли,,,,,,,,,
126,RU000A0P1MM9,15 ноября 2023 г.,Параметры ценной бумаги (выпуска),"Акционерное общество ""Сбербанк КИБ""",7710048970,Облигации структурные бездокументарные с централизованным учетом прав серии CIB-СО-700 неконвертируемые с залоговым обеспечением процентные,Бездокументарная,С централизованным учетом,6-700-01793-A,23 октября 2023 г.,1 000.00,Рубли,,,,,,,,,
127,RU000A0P1ML1,15 ноября 2023 г.,Параметры ценной бумаги (выпуска),"Акционерное общество ""Сбербанк КИБ""",7710048970,Облигации структурные бездокументарные с централизованным учетом прав серии CIB-СО-699 неконвертируемые с залоговым обеспечением процентные,Бездокументарная,С централизованным учетом,6-699-01793-A,23 октября 2023 г.,1 000.00,Рубли,,,,,,,,,
128,RU000A0P1MK3,15 ноября 2023 г.,Параметры ценной бумаги (выпуска),"Акционерное общество ""Сбербанк КИБ""",7710048970,Облигации структурные бездокументарные с централизованным учетом прав серии CIB-СО-698 неконвертируемые с залоговым обеспечением процентные,Бездокументарная,С централизованным учетом,6-698-01793-A,23 октября 2023 г.,1 000.00,Рубли,,,,,,,,,
129,RU000A0P1MJ5,15 ноября 2023 г.,Параметры ценной бумаги (выпуска),"Акционерное общество ""Сбербанк КИБ""",7710048970,Облигации структурные бездокументарные с централизованным учетом прав серии CIB-СО-697 неконвертируемые с залоговым обеспечением процентные,Бездокументарная,С централизованным учетом,6-697-01793-A,23 октября 2023 г.,1 000.00,Рубли,,,,,,,,,
130,RU000A0P1MH9,15 ноября 2023 г.,Параметры ценной бумаги (выпуска),"Акционерное общество ""Сбербанк КИБ""",7710048970,Облигации структурные бездокументарные с централизованным учетом прав серии CIB-СО-696 неконвертируемые с залоговым обеспечением процентные,Бездокументарная,С централизованным учетом,6-696-01793-A,23 октября 2023 г.,1 000.00,Рубли,,,,,,,,,
131,RU000A0P1MG1,15 ноября 2023 г.,Параметры ценной бумаги (выпуска),"Акционерное общество ""Сбербанк КИБ""",7710048970,Облигации структурные бездокументарные с централизованным учетом прав серии CIB-СО-695 неконвертируемые с залоговым обеспечением процентные,Бездокументарная,С централизованным учетом,6-695-01793-A,23 октября 2023 г.,1 000.00,Рубли,,,,,,,,,
132,RU000A1077Z5,15 ноября 2023 г.,Параметры ценной бумаги (выпуска),"Общество с ограниченной ответственностью ""Специализированное финансовое общество Теллуриум""",9729343098,Структурные процентные бездокументарные неконвертируемые облигации с централизованным учетом прав серии СП-1-СБД-1,Бездокументарная,С централизованным учетом,6-01-00731-R-001P,19 октября 2023 г.,1 000.00,Рубли,,,,,,,,,
133,RU000A1077Y8,15 ноября 2023 г.,Параметры ценной бумаги (выпуска),"Публичное акционерное общество ""Ростелеком""",7707049388,Биржевые облигации бездокументарные процентные неконвертируемые с централизованным учетом прав серии 002P-12R,Бездокументарная,С централизованным учетом,4B02-12-00124-A-002P,14 ноября 2023 г.,1 000.00,Рубли,13 ноября 2025 г.,,,,,,,,
134,RU000A1077U6,15 ноября 2023 г.,Параметры ценной бумаги (выпуска),Министерство финансов Ульяновской области,7325001151,Государственные облигации Ульяновской области 2023 года в форме именных документарных ценных бумаг с фиксированным купонным доходом и амортизацией долга,Документарная именная,Обязательное централизованное хранение,RU34006ULN0,3 ноября 2023 г.,1 000.00,Рубли,14 мая 2026 г.,,,,,,,,
135,RU000A1077V4,15 ноября 2023 г.,Параметры ценной бумаги (выпуска),Государственный специализированный Российский экспортно-импортный банк (акционерное общество),7704001959,Биржевые облигации процентные неконвертируемые бездокументарные с централизованным учетом прав серии 002P-04,Бездокументарная,С централизованным учетом,4B02-04-02790-B-002P,13 ноября 2023 г.,1 000.00,Рубли,3 ноября 2033 г.,,,,,,,,
136,RU000A1077T8,15 ноября 2023 г.,Параметры ценной бумаги (выпуска),"Общество с ограниченной ответственностью «Специализированное финансовое общество ""Исида""",9714012946,Структурные неконвертируемые процентные бездокументарные с залоговым обеспечением серии 01,Бездокументарная,,6-01-00749-R,7 ноября 2023 г.,1 000.00,Рубли,,,,,,,,,
137,RU000A1077X0,15 ноября 2023 г.,Параметры ценной бумаги (выпуска),"Общество с ограниченной ответственностью ""Интерлизинг""",7802131219,Биржевые облигации процентные неконвертируемые бездокументарные с централизованным учетом прав серии 001P-07,Бездокументарная,С централизованным учетом,4B02-07-00380-R-001P,3 октября 2023 г.,1 000.00,Рубли,31 октября 2026 г.,,,,,,,,
138,RU000A1077W2,15 ноября 2023 г.,Параметры ценной бумаги (выпуска),"Государственная компания ""Российские автомобильные дороги""",7717151380,Облигации процентные неконвертируемые бездокументарные с централизованным учетом прав серии 002P-20,Бездокументарная,С централизованным учетом,4-20-00011-T-002P,29 декабря 2022 г.,1 000.00,Рубли,9 ноября 2050 г.,,,,,,,,
139,RU000A1077S0,14 ноября 2023 г.,,,,,,,,9 ноября 2023 г.,,,,Параметры ценной бумаги (пая),"Закрытый паевой инвестиционный фонд рыночных финансовых инструментов ""Заблокированные активы паевого инвестиционного фонда ""Первая - Фонд Российские еврооблигации""""",закрытый,Инвестиционные паи,5765,"АО УК ""Первая""","АО ""Специализированный депозитарий ""ИНФИНИТУМ""","АО ""Специализированный депозитарий ""ИНФИНИТУМ"""
140,RU000A1077H3,14 ноября 2023 г.,Параметры ценной бумаги (выпуска),"акционерное общество ""Государственная транспортная лизинговая компания""",7720261827,Бездокументарные процентные неконвертируемые облигации с централизованным учетом прав серии ЗО24-Д,Бездокументарная,С централизованным учетом,4-03-32432-H,13 ноября 2023 г.,1 000.00,Доллар США,31 мая 2024 г.,,,,,,,,
141,RU000A1077D2,14 ноября 2023 г.,Параметры ценной бумаги (выпуска),"Общество с ограниченной ответственностью ""Специализированное финансовое общество НРВК-1""",9704216267,"Неконвертируемые бездокументарные процентные облигации с централизованным учетом прав с залоговым обеспечением денежными требованиями класса ""А""",Бездокументарная,С централизованным учетом,4-01-00742-R,12 октября 2023 г.,1 000.00,Рубли,25 сентября 2046 г.,,,,,,,,
142,RU000A1077C4,14 ноября 2023 г.,Параметры ценной бумаги (выпуска),"Общество с ограниченной ответственностью ""Специализированное финансовое общество НРВК-1""",9704216267,"Неконвертируемые бездокументарные процентные облигации с центарлизованным учетом прав с залоговым обеспечением денежными требованиями класса ""Б""",Бездокументарная,С централизованным учетом,4-02-00742-R,12 октября 2023 г.,1 000.00,Рубли,25 сентября 2046 г.,,,,,,,,
143,RU000A1077R2,14 ноября 2023 г.,Параметры ценной бумаги (выпуска),"государственная корпорация развития ""ВЭБ.РФ""",7750004150,Биржевые облигации бездокументарные процентные неконвертируемые с централизованным учетом прав серии ПБО-001Р-К463,Бездокументарная,С централизованным учетом,4B02-496-00004-T-001P,27 октября 2023 г.,,Рубли,,,,,,,,,
144,RU000A1077Q4,14 ноября 2023 г.,Параметры ценной бумаги (выпуска),"государственная корпорация развития ""ВЭБ.РФ""",7750004150,Биржевые облигации бездокументарные процентные неконвертируемые с централизованным учетом прав серии ПБО-001Р-К462,Бездокументарная,С централизованным учетом,4B02-495-00004-T-001P,27 октября 2023 г.,,Рубли,,,,,,,,,
145,RU000A1077P6,14 ноября 2023 г.,Параметры ценной бумаги (выпуска),"государственная корпорация развития ""ВЭБ.РФ""",7750004150,Биржевые облигации бездокументарные процентные неконвертируемые с централизованным учетом прав серии ПБО-001Р-К461,Бездокументарная,С централизованным учетом,4B02-494-00004-T-001P,27 октября 2023 г.,,Рубли,,,,,,,,,
146,RU000A1077N1,14 ноября 2023 г.,Параметры ценной бумаги (выпуска),"государственная корпорация развития ""ВЭБ.РФ""",7750004150,Биржевые облигации бездокументарные процентные неконвертируемые с централизованным учетом прав серии ПБО-001Р-К460,Бездокументарная,С централизованным учетом,4B02-493-00004-T-001P,27 октября 2023 г.,,Рубли,,,,,,,,,
147,RU000A1077M3,14 ноября 2023 г.,Параметры ценной бумаги (выпуска),"государственная корпорация развития ""ВЭБ.РФ""",7750004150,Биржевые облигации бездокументарные процентные неконвертируемые с централизованным учетом прав серии ПБО-001Р-К459,Бездокументарная,С централизованным учетом,4B02-492-00004-T-001P,27 октября 2023 г.,,Рубли,,,,,,,,,
148,RU000A1077L5,14 ноября 2023 г.,Параметры ценной бумаги (выпуска),"государственная корпорация развития ""ВЭБ.РФ""",7750004150,Биржевые облигации бездокументарные процентные неконвертируемые с централизованным учетом прав серии ПБО-001Р-К458,Бездокументарная,С централизованным учетом,4B02-491-00004-T-001P,27 октября 2023 г.,,Рубли,,,,,,,,,
149,RU000A1077K7,14 ноября 2023 г.,Параметры ценной бумаги (выпуска),"государственная корпорация развития ""ВЭБ.РФ""",7750004150,Биржевые облигации бездокументарные процентные неконвертируемые с централизованным учетом прав серии ПБО-001Р-К457,Бездокументарная,С централизованным учетом,4B02-490-00004-T-001P,27 октября 2023 г.,,Рубли,,,,,,,,,
150,RU000A1077J9,14 ноября 2023 г.,Параметры ценной бумаги (выпуска),"государственная корпорация развития ""ВЭБ.РФ""",7750004150,Биржевые облигации бездокументарные процентные неконвертируемые с централизованным учетом прав серии ПБО-001Р-К456,Бездокументарная,С централизованным учетом,4B02-489-00004-T-001P,27 октября 2023 г.,,Рубли,,,,,,,,,
151,RU000A107795,13 ноября 2023 г.,Параметры ценной бумаги (выпуска),"Микрофинансовая компания ""Лайм-Займ"" (Общество с ограниченной ответственностью)",7724889891,Биржевые облигации бездокументарные процентные неконвертируемые с централизованным учетом прав серии 001P-03,Бездокументарная,С централизованным учетом,4B02-03-00533-R-001P,3 октября 2023 г.,1 000.00,Рубли,30 октября 2026 г.,,,,,,,,
152,RU000A107761,13 ноября 2023 г.,Параметры ценной бумаги (выпуска),"Общество с ограниченной ответственностью ""Племзавод ""Пушкинское""",5203000478,Биржевые облигации процентные неконвертируемые бездокументарные с централизованным учетом прав серии 001P-01,Бездокументарная,С централизованным учетом,4B02-01-00629-R-001P,25 октября 2023 г.,1 000.00,Рубли,7 ноября 2028 г.,,,,,,,,
153,RU000A107779,13 ноября 2023 г.,Параметры ценной бумаги (выпуска),"Общество с ограниченной ответственностью ""Группа Астон""",7708316149,Коммерческие облигации бездокументарные с централизованным учетом прав неконвертируемые процентные серии КО-П06-002РС,Бездокументарная,С централизованным учетом,4CDE-06-00544-R-002P,9 ноября 2023 г.,1 000.00,Рубли,7 ноября 2028 г.,,,,,,,,
154,RU000A1070X5,11 октября 2023 г.,Параметры ценной бумаги (выпуска),"Акционерное общество ""Асфальтобетонный завод № 1""",7804016807,Биржевые облигации процентные неконвертируемые бездокументарные с централизованным учетом прав серии 001P-05,Бездокументарная,С централизованным учетом,4B02-05-01671-D-001P,3 октября 2023 г.,,Рубли,,,,,,,,,
155,RU000A1070W7,11 октября 2023 г.,Параметры ценной бумаги (выпуска),"Общество с ограниченной ответственностью ""Специализированное финансовое общество БКС Структурные Ноты""",7743298037,"Облигации структурные бездокументарные с централизованным учетом прав серии 11, процентные дисконтные неконвертируемые с залоговым обеспечением, предназначенные для квалифицированных инвесторов",Бездокументарная,С централизованным учетом,6-11-00508-R,9 октября 2023 г.,,Рубли,,,,,,,,,
156,RU000A1070V9,11 октября 2023 г.,Параметры ценной бумаги (выпуска),"Общество с ограниченной ответственностью ""Специализированное финансовое общество БКС Структурные Ноты""",7743298037,"Облигации структурные бездокументарные с централизованным учетом прав серии 10, процентные дисконтные неконвертируемые с залоговым обеспечением, предназначенные для квалифицированных инвесторов",Бездокументарная,С централизованным учетом,6-10-00508-R,9 октября 2023 г.,,Рубли,,,,,,,,,
157,RU000A1070U1,11 октября 2023 г.,Параметры ценной бумаги (выпуска),"Общество с ограниченной ответственностью ""Специализированное финансовое общество БКС Структурные Ноты""",7743298037,"Облигации структурные бездокументарные с централизованным учетом прав серии 09, процентные дисконтные неконвертируемые с залоговым обеспечением, предназначенные для квалифицированных инвесторов",Бездокументарная,С централизованным учетом,6-09-00508-R,9 октября 2023 г.,,Рубли,,,,,,,,,
158,RU000A1070P1,11 октября 2023 г.,Параметры ценной бумаги (выпуска),"Общество с ограниченной ответственностью ""Чистая Планета""",5446020589,Биржевые облигации неконвертируемые процентные бездокументарные с централизованным учетом прав серии БО-01,Бездокументарная,С централизованным учетом,4B02-01-00120-L,4 октября 2023 г.,1 000.00,Рубли,15 сентября 2028 г.,,,,,,,,
159,RU000A1070Q9,11 октября 2023 г.,Параметры ценной бумаги (выпуска),Банк ВТБ (публичное акционерное общество),7702070139,Биржевые облигации дисконтные неконвертируемые бездокументарные с централизованным учетом прав серии КС-4-566,Бездокументарная,С централизованным учетом,4B02-566-01000-B-005P,14 сентября 2023 г.,1 000.00,Рубли,13 октября 2023 г.,,,,,,,,
160,RU000A0NX571,10 октября 2023 г.,Параметры ценной бумаги (выпуска),"Акционерное общество ""Сбербанк КИБ""",7710048970,Облигации структурные бездокументарные с централизованным учетом прав серии CIB-СО-694 неконвертируемые с залоговым обеспечением процентные,Бездокументарная,С централизованным учетом,6-694-01793-A,28 сентября 2023 г.,1 000.00,Рубли,,,,,,,,,
161,RU000A0NX563,10 октября 2023 г.,Параметры ценной бумаги (выпуска),"Акционерное общество ""Сбербанк КИБ""",7710048970,Облигации структурные бездокументарные с централизованным учетом прав серии CIB-СО-693 неконвертируемые с залоговым обеспечением процентные,Бездокументарная,С централизованным учетом,6-693-01793-A,28 сентября 2023 г.,1 000.00,Рубли,,,,,,,,,
162,RU000A0NX555,10 октября 2023 г.,Параметры ценной бумаги (выпуска),"Акционерное общество ""Сбербанк КИБ""",7710048970,Облигации структурные бездокументарные с централизованным учетом прав серии CIB-СО-692 неконвертируемые с залоговым обеспечением процентные,Бездокументарная,С централизованным учетом,6-692-01793-A,28 сентября 2023 г.,1 000.00,Рубли,,,,,,,,,
163,RU000A0NX548,10 октября 2023 г.,Параметры ценной бумаги (выпуска),"Акционерное общество ""Сбербанк КИБ""",7710048970,Облигации структурные бездокументарные с централизованным учетом прав серии CIB-СО-691 неконвертируемые с залоговым обеспечением процентные,Бездокументарная,С централизованным учетом,6-691-01793-A,28 сентября 2023 г.,1 000.00,Рубли,,,,,,,,,
164,RU000A0NX530,10 октября 2023 г.,Параметры ценной бумаги (выпуска),"Акционерное общество ""Сбербанк КИБ""",7710048970,Облигации структурные бездокументарные с централизованным учетом прав серии CIB-СО-690 неконвертируемые с залоговым обеспечением процентные,Бездокументарная,С централизованным учетом,6-690-01793-A,28 сентября 2023 г.,1 000.00,Рубли,,,,,,,,,
165,RU000A0NX522,10 октября 2023 г.,Параметры ценной бумаги (выпуска),"Акционерное общество ""Сбербанк КИБ""",7710048970,Облигации структурные бездокументарные с централизованным учетом прав серии CIB-СО-689 неконвертируемые с залоговым обеспечением процентные,Бездокументарная,С централизованным учетом,6-689-01793-A,28 сентября 2023 г.,1 000.00,Рубли,,,,,,,,,
166,RU000A0NX514,10 октября 2023 г.,Параметры ценной бумаги (выпуска),"Акционерное общество ""Сбербанк КИБ""",7710048970,Облигации структурные бездокументарные с централизованным учетом прав серии CIB-СО-688 неконвертируемые с залоговым обеспечением процентные,Бездокументарная,С централизованным учетом,6-688-01793-A,28 сентября 2023 г.,1 000.00,Рубли,,,,,,,,,
167,RU000A0NX506,10 октября 2023 г.,Параметры ценной бумаги (выпуска),"Акционерное общество ""Сбербанк КИБ""",7710048970,Облигации структурные бездокументарные с централизованным учетом прав серии CIB-СО-687 неконвертируемые с залоговым обеспечением процентные,Бездокументарная,С централизованным учетом,6-687-01793-A,28 сентября 2023 г.,1 000.00,Рубли,,,,,,,,,
168,RU000A0NX4Z4,10 октября 2023 г.,Параметры ценной бумаги (выпуска),"Акционерное общество ""Сбербанк КИБ""",7710048970,Облигации структурные бездокументарные с централизованным учетом прав серии CIB-СО-686 неконвертируемые с залоговым обеспечением процентные,Бездокументарная,С централизованным учетом,6-686-01793-A,28 сентября 2023 г.,1 000.00,Рубли,,,,,,,,,
169,RU000A0NX4Y7,10 октября 2023 г.,Параметры ценной бумаги (выпуска),"Акционерное общество ""Сбербанк КИБ""",7710048970,Облигации структурные бездокументарные с централизованным учетом прав серии CIB-СО-685 неконвертируемые с залоговым обеспечением процентные,Бездокументарная,С централизованным учетом,6-685-01793-A,28 сентября 2023 г.,1 000.00,Рубли,,,,,,,,,
170,RU000A0NX4X9,10 октября 2023 г.,Параметры ценной бумаги (выпуска),"Акционерное общество ""Сбербанк КИБ""",7710048970,Облигации структурные бездокументарные с централизованным учетом прав серии CIB-СО-684 неконвертируемые с залоговым обеспечением процентные,Бездокументарная,С централизованным учетом,6-684-01793-A,28 сентября 2023 г.,1 000.00,Рубли,,,,,,,,,
171,RU000A0NX4W1,10 октября 2023 г.,Параметры ценной бумаги (выпуска),"Акционерное общество ""Сбербанк КИБ""",7710048970,Облигации структурные бездокументарные с централизованным учетом прав серии CIB-СО-683 неконвертируемые с залоговым обеспечением процентные,Бездокументарная,С централизованным учетом,6-683-01793-A,28 сентября 2023 г.,1 000.00,Рубли,,,,,,,,,
